b1,b2,m,k,n,latency_us,mfu
8,8,64,128,128,15.389,0.027954
8,8,128,128,128,16.228,0.053019
8,8,256,128,128,16.188,0.106297
8,8,512,128,128,20.645,0.166697
8,8,1024,128,128,34.163,0.201475
8,8,2048,128,128,70.936,0.194061
8,8,4096,128,128,119.694,0.230019
8,8,1,128,256,14.799,0.000908
8,8,2,128,256,14.81,0.001815
8,8,4,128,256,14.666,0.003667
8,8,8,128,256,14.742,0.007295
8,8,16,128,256,14.732,0.0146
8,8,32,128,256,14.686,0.029293
8,8,64,128,256,14.899,0.057746
8,8,128,128,256,15.146,0.113609
8,8,256,128,256,18.306,0.187996
8,8,512,128,256,27.293,0.252187
8,8,1024,128,256,59.217,0.232466
8,8,2048,128,256,101.25,0.271918
8,8,4096,128,256,177.204,0.310736
8,8,1,128,512,15.042,0.001787
8,8,2,128,512,15.228,0.003531
8,8,4,128,512,14.907,0.007214
8,8,8,128,512,15.11,0.014235
8,8,16,128,512,14.974,0.02873
8,8,32,128,512,15.083,0.057042
8,8,64,128,512,15.052,0.114319
8,8,128,128,512,18.627,0.184755
8,8,256,128,512,25.477,0.270158
8,8,512,128,512,53.075,0.259366
8,8,1024,128,512,89.858,0.306394
8,8,2048,128,512,158.207,0.348049
8,8,4096,128,512,300.084,0.366988
8,8,1,128,1024,14.346,0.003748
8,8,2,128,1024,16.423,0.006549
8,8,4,128,1024,17.231,0.012483
8,8,8,128,1024,17.167,0.025059
8,8,16,128,1024,17.86,0.048172
8,8,32,128,1024,18.505,0.092987
8,8,64,128,1024,18.736,0.183681
8,8,128,128,1024,37.077,0.185638
8,8,256,128,1024,62.005,0.222012
8,8,512,128,1024,111.128,0.247748
8,8,1024,128,1024,197.06,0.279426
8,8,2048,128,1024,375.963,0.292921
8,8,4096,128,1024,730.252,0.301615
8,8,1,128,2048,32.196,0.00334
8,8,2,128,2048,33.949,0.006336
8,8,4,128,2048,35.673,0.012059
8,8,8,128,2048,37.996,0.022644
8,8,16,128,2048,40.2,0.042804
8,8,32,128,2048,43.847,0.078488
8,8,64,128,2048,48.969,0.140556
8,8,128,128,2048,68.155,0.20198
8,8,256,128,2048,115.557,0.238252
8,8,512,128,2048,202.831,0.271476
8,8,1024,128,2048,386.329,0.285061
8,8,2048,128,2048,723.12,0.304589
8,8,4096,128,2048,1420.597,0.310088
8,8,1,128,4096,57.417,0.003746
8,8,2,128,4096,62.975,0.006831
8,8,4,128,4096,64.101,0.013422
8,8,8,128,4096,65.883,0.026118
8,8,16,128,4096,69.611,0.049439
8,8,32,128,4096,74.74,0.092091
8,8,64,128,4096,85.821,0.160402
8,8,128,128,4096,121.944,0.225775
8,8,256,128,4096,212.353,0.259303
8,8,512,128,4096,391.374,0.281387
8,8,1024,128,4096,751.908,0.292928
8,8,2048,128,4096,1482.602,0.297119
8,8,4096,128,4096,2829.235,0.311398
8,8,1,256,128,17.426,0.000771
8,8,2,256,128,16.408,0.001639
8,8,4,256,128,15.565,0.003455
8,8,8,256,128,15.3,0.007029
8,8,16,256,128,16.507,0.01303
8,8,32,256,128,16.283,0.026419
8,8,64,256,128,16.251,0.052942
8,8,128,256,128,16.857,0.102077
8,8,256,256,128,17.593,0.19562
8,8,512,256,128,22.371,0.307675
8,8,1024,256,128,55.524,0.247927
8,8,2048,256,128,94.098,0.292587
8,8,4096,256,128,168.557,0.326677
8,8,1,256,256,15.014,0.001791
8,8,2,256,256,14.836,0.003624
8,8,4,256,256,14.793,0.00727
8,8,8,256,256,15.373,0.013991
8,8,16,256,256,14.761,0.029143
8,8,32,256,256,14.649,0.058731
8,8,64,256,256,14.88,0.115641
8,8,128,256,256,16.175,0.212771
8,8,256,256,256,21.108,0.326075
8,8,512,256,256,45.817,0.300453
8,8,1024,256,256,72.913,0.377597
8,8,2048,256,256,124.744,0.441414
8,8,4096,256,256,229.662,0.479519
8,8,1,256,512,17.462,0.003079
8,8,2,256,512,16.372,0.006569
8,8,4,256,512,21.046,0.01022
8,8,8,256,512,15.052,0.02858
8,8,16,256,512,15.095,0.056997
8,8,32,256,512,15.59,0.110374
8,8,64,256,512,15.333,0.224445
8,8,128,256,512,26.765,0.257161
8,8,256,256,512,46.018,0.299139
8,8,512,256,512,67.219,0.409585
8,8,1024,256,512,109.652,0.502166
8,8,2048,256,512,195.879,0.56222
8,8,4096,256,512,375.148,0.587114
8,8,1,256,1024,29.871,0.0036
8,8,2,256,1024,30.668,0.007014
8,8,4,256,1024,31.468,0.013671
8,8,8,256,1024,33.408,0.025753
8,8,16,256,1024,36.349,0.04734
8,8,32,256,1024,40.072,0.085882
8,8,64,256,1024,44.893,0.153318
8,8,128,256,1024,57.234,0.240519
8,8,256,256,1024,85.246,0.322969
8,8,512,256,1024,154.676,0.355995
8,8,1024,256,1024,277.482,0.396882
8,8,2048,256,1024,536.308,0.410687
8,8,4096,256,1024,1070.506,0.411497
8,8,1,256,2048,63.669,0.003378
8,8,2,256,2048,60.321,0.007132
8,8,4,256,2048,61.517,0.013986
8,8,8,256,2048,62.874,0.027368
8,8,16,256,2048,65.125,0.052844
8,8,32,256,2048,68.042,0.101158
8,8,64,256,2048,75.26,0.182911
8,8,128,256,2048,95.853,0.28723
8,8,256,256,2048,155.176,0.354846
8,8,512,256,2048,276.855,0.39778
8,8,1024,256,2048,545.054,0.404097
8,8,2048,256,2048,1047.643,0.420477
8,8,4096,256,2048,2092.002,0.421137
8,8,1,256,4096,111.024,0.003875
8,8,2,256,4096,108.424,0.007935
8,8,4,256,4096,110.016,0.015641
8,8,8,256,4096,113.055,0.030441
8,8,16,256,4096,117.061,0.058798
8,8,32,256,4096,122.434,0.112435
8,8,64,256,4096,136.067,0.202341
8,8,128,256,4096,174.004,0.31645
8,8,256,256,4096,284.379,0.387256
8,8,512,256,4096,550.055,0.400423
8,8,1024,256,4096,1086.283,0.40552
8,8,2048,256,4096,2160.273,0.407828
8,8,4096,256,4096,4185.484,0.420988
8,8,1,512,128,16.526,0.001627
8,8,2,512,128,15.97,0.003367
8,8,4,512,128,14.98,0.007179
8,8,8,512,128,16.703,0.012877
8,8,16,512,128,14.794,0.029079
8,8,32,512,128,14.852,0.057929
8,8,64,512,128,14.893,0.115541
8,8,128,512,128,15.952,0.215746
8,8,256,512,128,24.674,0.278956
8,8,512,512,128,49.89,0.275927
8,8,1024,512,128,79.675,0.345552
8,8,2048,512,128,140.624,0.391566
8,8,4096,512,128,261.962,0.420394
8,8,1,512,256,17.225,0.003122
8,8,2,512,256,16.882,0.00637
8,8,4,512,256,16.541,0.013004
8,8,8,512,256,15.1,0.028489
8,8,16,512,256,15.261,0.056377
8,8,32,512,256,16.52,0.104161
8,8,64,512,256,19.908,0.172873
8,8,128,512,256,23.599,0.291661
8,8,256,512,256,43.07,0.31962
8,8,512,512,256,63.839,0.431271
8,8,1024,512,256,103.438,0.532337
8,8,2048,512,256,178.874,0.615671
8,8,4096,512,256,332.351,0.662718
8,8,1,512,512,30.786,0.003493
8,8,2,512,512,31.862,0.006751
8,8,4,512,512,32.873,0.013086
8,8,8,512,512,35.337,0.024348
8,8,16,512,512,37.932,0.045364
8,8,32,512,512,41.015,0.083909
8,8,64,512,512,44.453,0.154835
8,8,128,512,512,49.743,0.276739
8,8,256,512,512,63.69,0.43228
8,8,512,512,512,100.629,0.547193
8,8,1024,512,512,175.024,0.629214
8,8,2048,512,512,324.075,0.679642
8,8,4096,512,512,652.442,0.67517
8,8,1,512,1024,59.395,0.003621
8,8,2,512,1024,62.879,0.006842
8,8,4,512,1024,64.146,0.013413
8,8,8,512,1024,64.44,0.026703
8,8,16,512,1024,66.229,0.051963
8,8,32,512,1024,68.882,0.099924
8,8,64,512,1024,73.06,0.188419
8,8,128,512,1024,80.318,0.342785
8,8,256,512,1024,108.965,0.505335
8,8,512,512,1024,171.677,0.641479
8,8,1024,512,1024,322.851,0.682218
8,8,2048,512,1024,655.558,0.671961
8,8,4096,512,1024,1369.813,0.643167
8,8,1,512,2048,110.395,0.003897
8,8,2,512,2048,113.453,0.007583
8,8,4,512,2048,114.168,0.015072
8,8,8,512,2048,115.665,0.029754
8,8,16,512,2048,117.492,0.058583
8,8,32,512,2048,122.554,0.112326
8,8,64,512,2048,129.635,0.21238
8,8,128,512,2048,140.507,0.391892
8,8,256,512,2048,182.837,0.602326
8,8,512,512,2048,322.513,0.682933
8,8,1024,512,2048,630.861,0.698268
8,8,2048,512,2048,1340.85,0.65706
8,8,4096,512,2048,2676.685,0.658291
8,8,1,512,4096,201.598,0.004268
8,8,2,512,4096,208.157,0.008267
8,8,4,512,4096,211.093,0.016303
8,8,8,512,4096,213.691,0.03221
8,8,16,512,4096,217.556,0.063275
8,8,32,512,4096,225.809,0.121925
8,8,64,512,4096,239.26,0.230142
8,8,128,512,4096,260.641,0.422524
8,8,256,512,4096,338.405,0.650862
8,8,512,512,4096,642.516,0.685601
8,8,1024,512,4096,1360.57,0.647536
8,8,2048,512,4096,2693.685,0.654137
8,8,4096,512,4096,5310.54,0.6636
8,8,1,1024,128,16.53,0.003253
8,8,2,1024,128,18.53,0.005804
8,8,4,1024,128,17.199,0.012506
8,8,8,1024,128,16.778,0.025639
8,8,16,1024,128,17.066,0.050414
8,8,32,1024,128,17.295,0.099495
8,8,64,1024,128,18.621,0.18482
8,8,128,1024,128,38.176,0.180294
8,8,256,1024,128,60.521,0.227458
8,8,512,1024,128,84.719,0.324978
8,8,1024,1024,128,142.631,0.386057
8,8,2048,1024,128,258.81,0.425514
8,8,4096,1024,128,487.7,0.451619
8,8,1,1024,256,28.507,0.003773
8,8,2,1024,256,32.453,0.006628
8,8,4,1024,256,32.948,0.013056
8,8,8,1024,256,35.746,0.024069
8,8,16,1024,256,38.178,0.045071
8,8,32,1024,256,40.935,0.084072
8,8,64,1024,256,46.388,0.148378
8,8,128,1024,256,57.859,0.237923
8,8,256,1024,256,73.427,0.374957
8,8,512,1024,256,111.967,0.491783
8,8,1024,1024,256,180.756,0.60926
8,8,2048,1024,256,316.921,0.694984
8,8,4096,1024,256,607.454,0.725173
8,8,1,1024,512,63.398,0.003393
8,8,2,1024,512,60.541,0.007106
8,8,4,1024,512,62.114,0.013852
8,8,8,1024,512,62.941,0.027339
8,8,16,1024,512,65.128,0.052842
8,8,32,1024,512,68.324,0.10074
8,8,64,1024,512,73.247,0.187939
8,8,128,1024,512,82.383,0.334194
8,8,256,1024,512,108.785,0.506171
8,8,512,1024,512,174.11,0.632515
8,8,1024,1024,512,300.002,0.734178
8,8,2048,1024,512,583.634,0.75477
8,8,4096,1024,512,1279.767,0.688422
8,8,1,1024,1024,106.887,0.004025
8,8,2,1024,1024,111.752,0.007699
8,8,4,1024,1024,111.192,0.015475
8,8,8,1024,1024,111.904,0.030754
8,8,16,1024,1024,113.818,0.060473
8,8,32,1024,1024,118.814,0.115862
8,8,64,1024,1024,123.345,0.22321
8,8,128,1024,1024,136.857,0.402345
8,8,256,1024,1024,182.144,0.604616
8,8,512,1024,1024,293.782,0.749721
8,8,1024,1024,1024,576.316,0.764354
8,8,2048,1024,1024,1247.12,0.706443
8,8,4096,1024,1024,2484.589,0.709187
8,8,1,1024,2048,197.28,0.004361
8,8,2,1024,2048,206.004,0.008353
8,8,4,1024,2048,205.872,0.016717
8,8,8,1024,2048,207.89,0.033109
8,8,16,1024,2048,211.175,0.065187
8,8,32,1024,2048,218.155,0.126203
8,8,64,1024,2048,226.884,0.242695
8,8,128,1024,2048,245.874,0.447902
8,8,256,1024,2048,316.869,0.695098
8,8,512,1024,2048,575.264,0.765752
8,8,1024,1024,2048,1238.86,0.711153
8,8,2048,1024,2048,2479.708,0.710583
8,8,4096,1024,2048,4892.646,0.72028
8,8,1,1024,4096,380.286,0.004525
8,8,2,1024,4096,390.655,0.00881
8,8,4,1024,4096,390.533,0.017625
8,8,8,1024,4096,395.061,0.034845
8,8,16,1024,4096,403.423,0.068246
8,8,32,1024,4096,415.789,0.132432
8,8,64,1024,4096,434.165,0.253653
8,8,128,1024,4096,463.094,0.475615
8,8,256,1024,4096,590.783,0.745637
8,8,512,1024,4096,1254.004,0.702564
8,8,1024,1024,4096,2491.981,0.707083
8,8,2048,1024,4096,4905.504,0.718392
8,8,4096,1024,4096,9855.83,0.715125
8,8,1,2048,128,28.807,0.003733
8,8,2,2048,128,29.786,0.007221
8,8,4,2048,128,33.207,0.012955
8,8,8,2048,128,35.014,0.024572
8,8,16,2048,128,37.702,0.04564
8,8,32,2048,128,41.45,0.083028
8,8,64,2048,128,48.121,0.143034
8,8,128,2048,128,65.394,0.210506
8,8,256,2048,128,101.095,0.272335
8,8,512,2048,128,153.914,0.357755
8,8,1024,2048,128,260.638,0.422531
8,8,2048,2048,128,483.553,0.455493
8,8,4096,2048,128,928.443,0.474461
8,8,1,2048,256,57.68,0.003729
8,8,2,2048,256,62.238,0.006912
8,8,4,2048,256,62.77,0.013707
8,8,8,2048,256,63.625,0.027045
8,8,16,2048,256,65.706,0.052377
8,8,32,2048,256,69.708,0.09874
8,8,64,2048,256,79.147,0.173929
8,8,128,2048,256,88.459,0.311238
8,8,256,2048,256,146.701,0.375346
8,8,512,2048,256,199.172,0.552925
8,8,1024,2048,256,317.405,0.693924
8,8,2048,2048,256,607.1,0.725596
8,8,4096,2048,256,1247.424,0.706271
8,8,1,2048,512,116.681,0.003687
8,8,2,2048,512,107.924,0.007972
8,8,4,2048,512,109.285,0.015745
8,8,8,2048,512,108.091,0.031839
8,8,16,2048,512,111.684,0.061629
8,8,32,2048,512,116.14,0.118528
8,8,64,2048,512,125.939,0.218613
8,8,128,2048,512,161.476,0.341001
8,8,256,2048,512,197.547,0.557475
8,8,512,2048,512,302.734,0.727553
8,8,1024,2048,512,572.099,0.769988
8,8,2048,2048,512,1189.581,0.740613
8,8,4096,2048,512,2387.639,0.737983
8,8,1,2048,1024,195.604,0.004399
8,8,2,2048,1024,200.15,0.008597
8,8,4,2048,1024,199.679,0.017235
8,8,8,2048,1024,201.943,0.034084
8,8,16,2048,1024,206.413,0.066691
8,8,32,2048,1024,211.709,0.130046
8,8,64,2048,1024,223.305,0.246586
8,8,128,2048,1024,249.803,0.440857
8,8,256,2048,1024,314.561,0.700196
8,8,512,2048,1024,577.817,0.762368
8,8,1024,2048,1024,1179.15,0.747164
8,8,2048,2048,1024,2379.651,0.740461
8,8,4096,2048,1024,4696.416,0.750376
8,8,1,2048,2048,372.308,0.004622
8,8,2,2048,2048,384.119,0.008959
8,8,4,2048,2048,386.078,0.017828
8,8,8,2048,2048,387.643,0.035512
8,8,16,2048,2048,395.279,0.069652
8,8,32,2048,2048,406.528,0.135449
8,8,64,2048,2048,423.782,0.259868
8,8,128,2048,2048,444.851,0.49512
8,8,256,2048,2048,603.252,0.730225
8,8,512,2048,2048,1190.599,0.73998
8,8,1024,2048,2048,2440.215,0.722083
8,8,2048,2048,2048,4691.561,0.751152
8,8,4096,2048,2048,9362.352,0.752818
8,8,1,2048,4096,729.057,0.00472
8,8,2,2048,4096,748.839,0.009192
8,8,4,2048,4096,750.281,0.018348
8,8,8,2048,4096,758.186,0.036313
8,8,16,2048,4096,772.764,0.071256
8,8,32,2048,4096,795.529,0.138433
8,8,64,2048,4096,822.739,0.267709
8,8,128,2048,4096,855.629,0.514837
8,8,256,2048,4096,1173.62,0.750685
8,8,512,2048,4096,2585.773,0.681436
8,8,1024,2048,4096,4767.004,0.739264
8,8,2048,2048,4096,9512.686,0.740921
8,8,4096,2048,4096,19104.277,0.737861
8,8,1,4096,128,57.592,0.003735
8,8,2,4096,128,58.051,0.00741
8,8,4,4096,128,58.605,0.014681
8,8,8,4096,128,60.499,0.028442
8,8,16,4096,128,63.529,0.054172
8,8,32,4096,128,69.732,0.098706
8,8,64,4096,128,81.774,0.168342
8,8,128,4096,128,115.785,0.237784
8,8,256,4096,128,181.965,0.302606
8,8,512,4096,128,271.142,0.406161
8,8,1024,4096,128,470.489,0.46814
8,8,2048,4096,128,895.778,0.491762
8,8,4096,4096,128,1739.639,0.506438
8,8,1,4096,256,112.276,0.003831
8,8,2,4096,256,112.814,0.007626
8,8,4,4096,256,112.915,0.015239
8,8,8,4096,256,114.111,0.030159
8,8,16,4096,256,117.215,0.058721
8,8,32,4096,256,122.33,0.112531
8,8,64,4096,256,134.474,0.204738
8,8,128,4096,256,179.658,0.306492
8,8,256,4096,256,230.43,0.477921
8,8,512,4096,256,354.862,0.620677
8,8,1024,4096,256,712.317,0.618418
8,8,2048,4096,256,1379.551,0.638627
8,8,4096,4096,256,2724.304,0.646785
8,8,1,4096,512,195.722,0.004396
8,8,2,4096,512,196.535,0.008755
8,8,4,4096,512,197.499,0.017425
8,8,8,4096,512,198.743,0.034632
8,8,16,4096,512,202.976,0.06782
8,8,32,4096,512,210.616,0.130721
8,8,64,4096,512,224.55,0.245218
8,8,128,4096,512,271.136,0.40617
8,8,256,4096,512,348.873,0.631333
8,8,512,4096,512,656.803,0.670687
8,8,1024,4096,512,1328.012,0.663412
8,8,2048,4096,512,2610.408,0.675005
8,8,4096,4096,512,5158.799,0.683119
8,8,1,4096,1024,380.452,0.004523
8,8,2,4096,1024,377.012,0.009128
8,8,4,4096,1024,377.655,0.018226
8,8,8,4096,1024,381.296,0.036103
8,8,16,4096,1024,385.226,0.071469
8,8,32,4096,1024,394.652,0.139525
8,8,64,4096,1024,411.79,0.267436
8,8,128,4096,1024,475.012,0.463683
8,8,256,4096,1024,653.658,0.673914
8,8,512,4096,1024,1323.43,0.665709
8,8,1024,4096,1024,2578.065,0.683473
8,8,2048,4096,1024,5012.306,0.703085
8,8,4096,4096,1024,9986.137,0.705794
8,8,1,4096,2048,732.371,0.004699
8,8,2,4096,2048,741.797,0.009279
8,8,4,4096,2048,744.014,0.018502
8,8,8,4096,2048,748.064,0.036804
8,8,16,4096,2048,755.573,0.072877
8,8,32,4096,2048,769.993,0.143024
8,8,64,4096,2048,794.338,0.277281
8,8,128,4096,2048,925.354,0.476044
8,8,256,4096,2048,1318.947,0.667971
8,8,512,4096,2048,2658.537,0.662785
8,8,1024,4096,2048,5097.395,0.691348
8,8,2048,4096,2048,10008.246,0.704234
8,8,4096,4096,2048,19857.06,0.709889
8,8,1,4096,4096,1453.059,0.004737
8,8,2,4096,4096,1474.439,0.009336
8,8,4,4096,4096,1477.609,0.018633
8,8,8,4096,4096,1485.331,0.037072
8,8,16,4096,4096,1498.948,0.07347
8,8,32,4096,4096,1524.834,0.144445
8,8,64,4096,4096,1563.362,0.281771
8,8,128,4096,4096,1941.043,0.45389
8,8,256,4096,4096,3098.605,0.568655
8,8,512,4096,4096,5781.035,0.609593
8,8,1024,4096,4096,11721.969,0.601277
8,8,2048,4096,4096,22796.885,0.618343
8,8,4096,4096,4096,45830.681,0.615147
8,16,1,128,128,14.958,0.000899
8,16,2,128,128,14.898,0.001805
8,16,4,128,128,14.676,0.003664
8,16,8,128,128,14.763,0.007285
8,16,16,128,128,14.543,0.01479
8,16,32,128,128,14.727,0.029211
8,16,64,128,128,15.035,0.057225
8,16,128,128,128,15.391,0.111804
8,16,256,128,128,20.592,0.167127
8,16,512,128,128,38.076,0.18077
8,16,1024,128,128,71.022,0.193827
8,16,2048,128,128,117.242,0.234829
8,16,4096,128,128,215.224,0.255844
8,16,1,128,256,14.96,0.001797
8,16,2,128,256,15.147,0.00355
8,16,4,128,256,14.907,0.007215
8,16,8,128,256,15.008,0.014331
8,16,16,128,256,14.843,0.028983
8,16,32,128,256,15.179,0.05668
8,16,64,128,256,14.946,0.115127
8,16,128,128,256,17.3,0.198931
8,16,256,128,256,37.442,0.183831
8,16,512,128,256,62.064,0.221804
8,16,1024,128,256,108.256,0.254322
8,16,2048,128,256,196.515,0.2802
8,16,4096,128,256,368.373,0.298956
8,16,1,128,512,17.987,0.002989
8,16,2,128,512,16.402,0.006557
8,16,4,128,512,16.409,0.013108
8,16,8,128,512,16.732,0.02571
8,16,16,128,512,17.374,0.049521
8,16,32,128,512,18.935,0.090877
8,16,64,128,512,18.516,0.185868
8,16,128,128,512,33.862,0.203264
8,16,256,128,512,60.116,0.228988
8,16,512,128,512,101.16,0.272162
8,16,1024,128,512,180.298,0.305403
8,16,2048,128,512,341.826,0.322174
8,16,4096,128,512,667.569,0.329936
8,16,1,128,1024,33.188,0.003241
8,16,2,128,1024,35.644,0.006034
8,16,4,128,1024,36.365,0.01183
8,16,8,128,1024,37.078,0.023204
8,16,16,128,1024,38.372,0.044843
8,16,32,128,1024,40.726,0.084502
8,16,64,128,1024,50.585,0.136068
8,16,128,128,1024,69.396,0.198368
8,16,256,128,1024,106.767,0.257867
8,16,512,128,1024,180.995,0.304227
8,16,1024,128,1024,333.429,0.330287
8,16,2048,128,1024,638.109,0.345168
8,16,4096,128,1024,1300.217,0.338797
8,16,1,128,2048,59.106,0.003639
8,16,2,128,2048,63.452,0.00678
8,16,4,128,2048,64.467,0.013346
8,16,8,128,2048,66.077,0.026041
8,16,16,128,2048,69.445,0.049557
8,16,32,128,2048,74.459,0.09244
8,16,64,128,2048,86.987,0.158253
8,16,128,128,2048,119.249,0.230878
8,16,256,128,2048,197.816,0.278358
8,16,512,128,2048,345.095,0.319122
8,16,1024,128,2048,648.809,0.339476
8,16,2048,128,2048,1280.304,0.344066
8,16,4096,128,2048,2573.512,0.342341
8,16,1,128,4096,107.726,0.003993
8,16,2,128,4096,118.019,0.00729
8,16,4,128,4096,118.421,0.014531
8,16,8,128,4096,123.995,0.027755
8,16,16,128,4096,130.936,0.052567
8,16,32,128,4096,140.549,0.097944
8,16,64,128,4096,160.143,0.17192
8,16,128,128,4096,217.173,0.253548
8,16,256,128,4096,374.627,0.293966
8,16,512,128,4096,675.895,0.325871
8,16,1024,128,4096,1300.665,0.33868
8,16,2048,128,4096,2601.072,0.338714
8,16,4096,128,4096,5125.458,0.343782
8,16,1,256,128,15.928,0.001688
8,16,2,256,128,16.373,0.003284
8,16,4,256,128,15.399,0.006984
8,16,8,256,128,16.019,0.013427
8,16,16,256,128,15.724,0.027358
8,16,32,256,128,15.785,0.054505
8,16,64,256,128,15.894,0.108264
8,16,128,256,128,17.611,0.195414
8,16,256,256,128,25.466,0.270284
8,16,512,256,128,59.466,0.231494
8,16,1024,256,128,98.982,0.278149
8,16,2048,256,128,172.644,0.318943
8,16,4096,256,128,318.379,0.3459
8,16,1,256,256,16.269,0.003305
8,16,2,256,256,17.154,0.006269
8,16,4,256,256,16.705,0.012876
8,16,8,256,256,17.228,0.02497
8,16,16,256,256,17.363,0.049551
8,16,32,256,256,18.53,0.092864
8,16,64,256,256,17.299,0.198937
8,16,128,256,256,24.407,0.282007
8,16,256,256,256,51.334,0.268164
8,16,512,256,256,84.346,0.326416
8,16,1024,256,256,139.063,0.395962
8,16,2048,256,256,252.91,0.435442
8,16,4096,256,256,480.635,0.458258
8,16,1,256,512,31.421,0.003423
8,16,2,256,512,36.768,0.00585
8,16,4,256,512,36.659,0.011735
8,16,8,256,512,37.397,0.023006
8,16,16,256,512,39.261,0.043829
8,16,32,256,512,41.385,0.083157
8,16,64,256,512,46.135,0.149192
8,16,128,256,512,58.914,0.233659
8,16,256,256,512,86.76,0.317333
8,16,512,256,512,136.804,0.402501
8,16,1024,256,512,240.337,0.45822
8,16,2048,256,512,459.804,0.479018
8,16,4096,256,512,938.09,0.469581
8,16,1,256,1024,61.833,0.003479
8,16,2,256,1024,63.015,0.006827
8,16,4,256,1024,64.285,0.013384
8,16,8,256,1024,65.354,0.026329
8,16,16,256,1024,67.892,0.050691
8,16,32,256,1024,71.063,0.096857
8,16,64,256,1024,78.887,0.174501
8,16,128,256,1024,100.283,0.27454
8,16,256,256,1024,142.597,0.386149
8,16,512,256,1024,243.785,0.45174
8,16,1024,256,1024,450.282,0.489148
8,16,2048,256,1024,902.368,0.48817
8,16,4096,256,1024,1853.493,0.475329
8,16,1,256,2048,113.274,0.003798
8,16,2,256,2048,113.752,0.007564
8,16,4,256,2048,115.429,0.014907
8,16,8,256,2048,118.246,0.029104
8,16,16,256,2048,121.786,0.056517
8,16,32,256,2048,129.457,0.106336
8,16,64,256,2048,138.331,0.199028
8,16,128,256,2048,174.867,0.314888
8,16,256,256,2048,253.301,0.434769
8,16,512,256,2048,450.72,0.488673
8,16,1024,256,2048,895.309,0.49202
8,16,2048,256,2048,1836.019,0.479853
8,16,4096,256,2048,3614.998,0.487424
8,16,1,256,4096,207.54,0.004146
8,16,2,256,4096,215.156,0.007998
8,16,4,256,4096,215.005,0.016007
8,16,8,256,4096,222.57,0.030925
8,16,16,256,4096,231.104,0.059566
8,16,32,256,4096,244.966,0.11239
8,16,64,256,4096,258.319,0.213161
8,16,128,256,4096,320.795,0.343295
8,16,256,256,4096,480.572,0.458318
8,16,512,256,4096,915.425,0.481208
8,16,1024,256,4096,1846.699,0.477078
8,16,2048,256,4096,3623.765,0.486245
8,16,4096,256,4096,7202.771,0.489267
8,16,1,512,128,16.017,0.003357
8,16,2,512,128,16.251,0.006618
8,16,4,512,128,16.428,0.013093
8,16,8,512,128,16.765,0.02566
8,16,16,512,128,16.465,0.052254
8,16,32,512,128,16.677,0.103179
8,16,64,512,128,17.384,0.197972
8,16,128,512,128,41.786,0.164721
8,16,256,512,128,54.918,0.250662
8,16,512,512,128,87.331,0.315259
8,16,1024,512,128,147.28,0.37387
8,16,2048,512,128,268.326,0.410424
8,16,4096,512,128,510.363,0.431565
8,16,1,512,256,30.818,0.00349
8,16,2,512,256,33.737,0.006375
8,16,4,512,256,34.708,0.012394
8,16,8,512,256,37.392,0.023009
8,16,16,512,256,39.352,0.043727
8,16,32,512,256,42.517,0.080943
8,16,64,512,256,47.317,0.145464
8,16,128,512,256,54.789,0.251253
8,16,256,512,256,77.869,0.353568
8,16,512,512,256,115.527,0.476632
8,16,1024,512,256,192.787,0.571239
8,16,2048,512,256,343.403,0.641389
8,16,4096,512,256,672.331,0.655197
8,16,1,512,512,60.966,0.003528
8,16,2,512,512,65.582,0.006559
8,16,4,512,512,65.939,0.013048
8,16,8,512,512,65.156,0.02641
8,16,16,512,512,65.571,0.052485
8,16,32,512,512,67.408,0.102109
8,16,64,512,512,73.533,0.187208
8,16,128,512,512,87.545,0.314488
8,16,256,512,512,116.507,0.47262
8,16,512,512,512,186.708,0.589836
8,16,1024,512,512,335.932,0.655653
8,16,2048,512,512,674.657,0.652938
8,16,4096,512,512,1393.076,0.632427
8,16,1,512,1024,108.57,0.003962
8,16,2,512,1024,110.935,0.007756
8,16,4,512,1024,112.398,0.015309
8,16,8,512,1024,114.42,0.030078
8,16,16,512,1024,116.416,0.059124
8,16,32,512,1024,117.821,0.116838
8,16,64,512,1024,128.591,0.214104
8,16,128,512,1024,146.483,0.375905
8,16,256,512,1024,194.645,0.565785
8,16,512,512,1024,320.961,0.686236
8,16,1024,512,1024,655.586,0.671932
8,16,2048,512,1024,1370.078,0.643043
8,16,4096,512,1024,2807.293,0.627664
8,16,1,512,2048,201.682,0.004266
8,16,2,512,2048,201.603,0.008535
8,16,4,512,2048,204.238,0.01685
8,16,8,512,2048,206.974,0.033255
8,16,16,512,2048,209.964,0.065563
8,16,32,512,2048,219.751,0.125287
8,16,64,512,2048,235.826,0.233492
8,16,128,512,2048,265.54,0.414729
8,16,256,512,2048,346.804,0.635099
8,16,512,512,2048,652.673,0.674932
8,16,1024,512,2048,1376.835,0.639887
8,16,2048,512,2048,2713.824,0.649282
8,16,4096,512,2048,5392.723,0.653487
8,16,1,512,4096,380.328,0.004524
8,16,2,512,4096,382.316,0.009002
8,16,4,512,4096,383.662,0.01794
8,16,8,512,4096,389.897,0.035307
8,16,16,512,4096,401.917,0.068501
8,16,32,512,4096,420.382,0.130985
8,16,64,512,4096,451.124,0.244118
8,16,128,512,4096,506.713,0.434674
8,16,256,512,4096,660.319,0.667116
