b1,b2,m,k,n,latency_us,mfu
2,16,1,1024,256,15.295,0.003516
2,16,2,1024,256,18.333,0.005866
2,16,4,1024,256,15.458,0.013914
2,16,8,1024,256,15.008,0.028664
2,16,16,1024,256,14.976,0.057449
2,16,32,1024,256,15.341,0.112167
2,16,64,1024,256,16.596,0.207364
2,16,128,1024,256,21.502,0.320112
2,16,256,1024,256,46.406,0.296638
2,16,512,1024,256,62.716,0.43899
2,16,1024,1024,256,100.083,0.550181
2,16,2048,1024,256,175.16,0.628723
2,16,4096,1024,256,307.481,0.716319
2,16,1,1024,512,30.566,0.003519
2,16,2,1024,512,31.705,0.006784
2,16,4,1024,512,32.026,0.013432
2,16,8,1024,512,32.963,0.026101
2,16,16,1024,512,35.958,0.047854
2,16,32,1024,512,38.691,0.088947
2,16,64,1024,512,43.047,0.159893
2,16,128,1024,512,51.213,0.268799
2,16,256,1024,512,61.32,0.448983
2,16,512,1024,512,89.948,0.612172
2,16,1024,1024,512,154.18,0.714278
2,16,2048,1024,512,284.397,0.774462
2,16,4096,1024,512,554.314,0.794693
2,16,1,1024,1024,62.531,0.00344
2,16,2,1024,1024,61.029,0.007049
2,16,4,1024,1024,61.196,0.014059
2,16,8,1024,1024,62.148,0.027688
2,16,16,1024,1024,63.114,0.054528
2,16,32,1024,1024,65.651,0.104842
2,16,64,1024,1024,68.636,0.200564
2,16,128,1024,1024,76.207,0.361276
2,16,256,1024,1024,98.565,0.558654
2,16,512,1024,1024,160.612,0.685674
2,16,1024,1024,1024,291.446,0.755731
2,16,2048,1024,1024,578.123,0.761965
2,16,4096,1024,1024,1215.413,0.724872
2,16,1,1024,2048,105.601,0.004074
2,16,2,1024,2048,110.319,0.007799
2,16,4,1024,2048,110.947,0.01551
2,16,8,1024,2048,111.3,0.030921
2,16,16,1024,2048,112.641,0.061105
2,16,32,1024,2048,115.628,0.119054
2,16,64,1024,2048,120.348,0.228768
2,16,128,1024,2048,129.379,0.425599
2,16,256,1024,2048,174.292,0.631856
2,16,512,1024,2048,285.021,0.772767
2,16,1024,1024,2048,571.868,0.770299
2,16,2048,1024,2048,1211.394,0.727277
2,16,4096,1024,2048,2420.724,0.727897
2,16,1,1024,4096,196.893,0.00437
2,16,2,1024,4096,203.867,0.00844
2,16,4,1024,4096,205.778,0.016724
2,16,8,1024,4096,206.131,0.033391
2,16,16,1024,4096,209.46,0.065721
2,16,32,1024,4096,216.029,0.127445
2,16,64,1024,4096,223.618,0.24624
2,16,128,1024,4096,240.163,0.458552
2,16,256,1024,4096,306.916,0.717639
2,16,512,1024,4096,574.549,0.766705
2,16,1024,1024,4096,1219.371,0.722519
2,16,2048,1024,4096,2445.553,0.720507
2,16,4096,1024,4096,4838.746,0.728304
2,16,1,2048,128,17.288,0.00311
2,16,2,2048,128,15.852,0.006784
2,16,4,2048,128,15.818,0.013598
2,16,8,2048,128,15.864,0.027118
2,16,16,2048,128,15.848,0.054288
2,16,32,2048,128,15.985,0.107648
2,16,64,2048,128,17.501,0.196646
2,16,128,2048,128,33.847,0.203355
2,16,256,2048,128,52.219,0.263621
2,16,512,2048,128,93.792,0.293543
2,16,1024,2048,128,143.482,0.383767
2,16,2048,2048,128,249.116,0.442073
2,16,4096,2048,128,471.456,0.467179
2,16,1,2048,256,28.163,0.003819
2,16,2,2048,256,28.876,0.007449
2,16,4,2048,256,28.947,0.014861
2,16,8,2048,256,31.569,0.027254
2,16,16,2048,256,34.109,0.050449
2,16,32,2048,256,36.961,0.09311
2,16,64,2048,256,41.182,0.167136
2,16,128,2048,256,61.708,0.22308
2,16,256,2048,256,66.932,0.411342
2,16,512,2048,256,130.918,0.420598
2,16,1024,2048,256,185.919,0.592341
2,16,2048,2048,256,303.579,0.725528
2,16,4096,2048,256,599.672,0.734584
2,16,1,2048,512,62.453,0.003444
2,16,2,2048,512,62.402,0.006894
2,16,4,2048,512,63.216,0.01361
2,16,8,2048,512,63.491,0.027102
2,16,16,2048,512,65.438,0.052591
2,16,32,2048,512,66.544,0.103434
2,16,64,2048,512,74.425,0.184963
2,16,128,2048,512,77.431,0.355564
2,16,256,2048,512,129.714,0.424502
2,16,512,2048,512,177.532,0.620323
2,16,1024,2048,512,281.741,0.781765
2,16,2048,2048,512,569.704,0.773225
2,16,4096,2048,512,1171.316,0.752162
2,16,1,2048,1024,113.672,0.003784
2,16,2,2048,1024,106.412,0.008085
2,16,4,2048,1024,107.056,0.016073
2,16,8,2048,1024,106.732,0.032244
2,16,16,2048,1024,108.573,0.063395
2,16,32,2048,1024,111.554,0.123402
2,16,64,2048,1024,119.261,0.230853
2,16,128,2048,1024,156.293,0.35231
2,16,256,2048,1024,182.284,0.604154
2,16,512,2048,1024,287.18,0.766956
2,16,1024,2048,1024,561.462,0.784576
2,16,2048,2048,1024,1150.941,0.765477
2,16,4096,2048,1024,2326.137,0.757495
2,16,1,2048,2048,195.431,0.004402
2,16,2,2048,2048,199.166,0.00864
2,16,4,2048,2048,200.155,0.017194
2,16,8,2048,2048,201.243,0.034202
2,16,16,2048,2048,204.397,0.067349
2,16,32,2048,2048,209.497,0.131419
2,16,64,2048,2048,217.487,0.253181
2,16,128,2048,2048,239.471,0.459878
2,16,256,2048,2048,301.131,0.731425
2,16,512,2048,2048,565.491,0.778985
2,16,1024,2048,2048,1173.221,0.750941
2,16,2048,2048,2048,2353.219,0.748778
2,16,4096,2048,2048,4597.442,0.76653
2,16,1,2048,4096,373.136,0.004612
2,16,2,2048,4096,384.807,0.008943
2,16,4,2048,4096,384.021,0.017923
2,16,8,2048,4096,387.585,0.035517
2,16,16,2048,4096,394.761,0.069743
2,16,32,2048,4096,402.84,0.136689
2,16,64,2048,4096,417.338,0.26388
2,16,128,2048,4096,435.046,0.50628
2,16,256,2048,4096,611.541,0.720328
2,16,512,2048,4096,1188.101,0.741536
2,16,1024,2048,4096,2384.083,0.739084
2,16,2048,2048,4096,4693.291,0.750875
2,16,4096,2048,4096,9381.242,0.751303
2,16,1,4096,128,28.816,0.003732
2,16,2,4096,128,36.917,0.005826
2,16,4,4096,128,37.283,0.011538
2,16,8,4096,128,37.588,0.022889
2,16,16,4096,128,38.28,0.044951
2,16,32,4096,128,40.825,0.084299
2,16,64,4096,128,46.817,0.147019
2,16,128,4096,128,57.105,0.241062
2,16,256,4096,128,88.985,0.309397
2,16,512,4096,128,169.981,0.323941
2,16,1024,4096,128,252.963,0.43535
2,16,2048,4096,128,454.127,0.485007
2,16,4096,4096,128,877.703,0.501889
2,16,1,4096,256,62.16,0.00346
2,16,2,4096,256,56.235,0.00765
2,16,4,4096,256,57.068,0.015076
2,16,8,4096,256,57.737,0.029803
2,16,16,4096,256,59.459,0.05788
2,16,32,4096,256,62.728,0.109727
2,16,64,4096,256,69.592,0.197808
2,16,128,4096,256,84.086,0.327424
2,16,256,4096,256,143.254,0.384379
2,16,512,4096,256,201.574,0.546336
2,16,1024,4096,256,348.451,0.632097
2,16,2048,4096,256,669.927,0.657548
2,16,4096,4096,256,1360.361,0.647636
2,16,1,4096,512,108.127,0.003979
2,16,2,4096,512,114.279,0.007529
2,16,4,4096,512,114.035,0.01509
2,16,8,4096,512,115.303,0.029847
2,16,16,4096,512,116.256,0.059205
2,16,32,4096,512,119.643,0.115058
2,16,64,4096,512,124.912,0.22041
2,16,128,4096,512,160.8,0.342435
2,16,256,4096,512,202.927,0.542694
2,16,512,4096,512,321.255,0.685607
2,16,1024,4096,512,636.994,0.691544
2,16,2048,4096,512,1295.801,0.679903
2,16,4096,4096,512,2577.508,0.683621
2,16,1,4096,1024,215.627,0.00399
2,16,2,4096,1024,195.375,0.008807
2,16,4,4096,1024,196.356,0.017527
2,16,8,4096,1024,196.339,0.035057
2,16,16,4096,1024,198.149,0.069472
2,16,32,4096,1024,203.251,0.135457
2,16,64,4096,1024,213.38,0.258055
2,16,128,4096,1024,255.873,0.430399
2,16,256,4096,1024,325.135,0.677425
2,16,512,4096,1024,626.698,0.702905
2,16,1024,4096,1024,1253.534,0.702828
2,16,2048,4096,1024,2505.62,0.703234
2,16,4096,4096,1024,4941.086,0.713219
2,16,1,4096,2048,379.645,0.004533
2,16,2,4096,2048,377.233,0.009123
2,16,4,4096,2048,377.696,0.018224
2,16,8,4096,2048,378.996,0.036322
2,16,16,4096,2048,382.587,0.071962
2,16,32,4096,2048,389.157,0.141495
2,16,64,4096,2048,400.609,0.2749
2,16,128,4096,2048,463.84,0.474851
2,16,256,4096,2048,643.239,0.68483
2,16,512,4096,2048,1304.812,0.675207
2,16,1024,4096,2048,2548.619,0.69137
2,16,2048,4096,2048,4958.823,0.710668
2,16,4096,4096,2048,9863.567,0.714564
2,16,1,4096,4096,733.441,0.004692
2,16,2,4096,4096,743.267,0.00926
2,16,4,4096,4096,744.099,0.0185
2,16,8,4096,4096,748.06,0.036804
2,16,16,4096,4096,753.808,0.073047
2,16,32,4096,4096,766.482,0.143679
2,16,64,4096,4096,784.746,0.28067
2,16,128,4096,4096,958.628,0.459521
2,16,256,4096,4096,1463.643,0.601936
2,16,512,4096,4096,2833.134,0.621939
2,16,1024,4096,4096,5662.438,0.62236
2,16,2048,4096,4096,11308.521,0.62326
2,16,4096,4096,4096,22582.986,0.6242
2,32,1,128,128,14.652,0.000459
2,32,2,128,128,14.37,0.000935
2,32,4,128,128,14.504,0.001854
2,32,8,128,128,14.458,0.003719
2,32,16,128,128,14.498,0.007418
2,32,32,128,128,14.502,0.014832
2,32,64,128,128,15.159,0.028378
2,32,128,128,128,14.923,0.057653
2,32,256,128,128,15.092,0.114016
2,32,512,128,128,18.745,0.183594
2,32,1024,128,128,31.959,0.215371
2,32,2048,128,128,68.106,0.202126
2,32,4096,128,128,117.394,0.234525
2,32,1,128,256,14.852,0.000905
2,32,2,128,256,15.186,0.001771
2,32,4,128,256,14.636,0.003674
2,32,8,128,256,14.702,0.007315
2,32,16,128,256,14.594,0.014738
2,32,32,128,256,14.659,0.029346
2,32,64,128,256,14.791,0.05817
2,32,128,128,256,15.227,0.113007
2,32,256,128,256,18.736,0.183682
2,32,512,128,256,27.813,0.247475
2,32,1024,128,256,60.031,0.229315
2,32,2048,128,256,100.449,0.274088
2,32,4096,128,256,176.811,0.311426
2,32,1,128,512,14.915,0.001803
2,32,2,128,512,15.012,0.003582
2,32,4,128,512,14.892,0.007222
2,32,8,128,512,14.932,0.014405
2,32,16,128,512,14.924,0.028825
2,32,32,128,512,14.966,0.057487
2,32,64,128,512,15.038,0.114427
2,32,128,128,512,18.807,0.182986
2,32,256,128,512,25.083,0.274411
2,32,512,128,512,52.782,0.260805
2,32,1024,128,512,89.071,0.3091
2,32,2048,128,512,158.192,0.348081
2,32,4096,128,512,299.165,0.368116
2,32,1,128,1024,14.219,0.003782
2,32,2,128,1024,15.989,0.006726
2,32,4,128,1024,16.364,0.013144
2,32,8,128,1024,16.449,0.026153
2,32,16,128,1024,16.29,0.052815
2,32,32,128,1024,17.09,0.100688
2,32,64,128,1024,18.19,0.189198
2,32,128,128,1024,36.789,0.187092
2,32,256,128,1024,61.446,0.224034
2,32,512,128,1024,110.475,0.249214
2,32,1024,128,1024,193.847,0.284058
2,32,2048,128,1024,372.296,0.295806
2,32,4096,128,1024,730.118,0.30167
2,32,1,128,2048,32.239,0.003336
2,32,2,128,2048,34.19,0.006291
2,32,4,128,2048,35.285,0.012192
2,32,8,128,2048,37.501,0.022943
2,32,16,128,2048,39.7,0.043344
2,32,32,128,2048,43.104,0.079841
2,32,64,128,2048,48.649,0.141481
2,32,128,128,2048,67.905,0.202723
2,32,256,128,2048,114.883,0.239651
2,32,512,128,2048,200.761,0.274275
2,32,1024,128,2048,381.972,0.288313
2,32,2048,128,2048,714.244,0.308375
2,32,4096,128,2048,1418.641,0.310515
2,32,1,128,4096,57.268,0.003756
2,32,2,128,4096,62.538,0.006879
2,32,4,128,4096,64.256,0.01339
2,32,8,128,4096,65.935,0.026098
2,32,16,128,4096,68.827,0.050002
2,32,32,128,4096,74.586,0.092283
2,32,64,128,4096,85.677,0.160672
2,32,128,128,4096,122.094,0.225497
2,32,256,128,4096,212.164,0.259534
2,32,512,128,4096,402.538,0.273582
2,32,1024,128,4096,752.374,0.292746
2,32,2048,128,4096,1462.856,0.30113
2,32,4096,128,4096,2773.695,0.317634
2,32,1,256,128,15.051,0.000893
2,32,2,256,128,14.854,0.00181
2,32,4,256,128,14.746,0.003647
2,32,8,256,128,15.008,0.007166
2,32,16,256,128,14.462,0.014873
2,32,32,256,128,14.726,0.029212
2,32,64,256,128,14.478,0.059426
2,32,128,256,128,15.114,0.113848
2,32,256,256,128,16.304,0.211079
2,32,512,256,128,21.764,0.316251
2,32,1024,256,128,55.358,0.248669
2,32,2048,256,128,93.654,0.293972
2,32,4096,256,128,167.033,0.329658
2,32,1,256,256,14.985,0.001794
2,32,2,256,256,14.743,0.003647
2,32,4,256,256,14.724,0.007304
2,32,8,256,256,14.782,0.014551
2,32,16,256,256,14.786,0.029094
2,32,32,256,256,14.651,0.058726
2,32,64,256,256,14.923,0.115304
2,32,128,256,256,15.814,0.217629
2,32,256,256,256,21.146,0.325494
2,32,512,256,256,46.094,0.298649
2,32,1024,256,256,72.391,0.380321
2,32,2048,256,256,125.027,0.440413
2,32,4096,256,256,229.272,0.480335
2,32,1,256,512,15.241,0.003528
2,32,2,256,512,15.711,0.006845
2,32,4,256,512,15.071,0.014272
2,32,8,256,512,15.192,0.028316
2,32,16,256,512,15.664,0.054927
2,32,32,256,512,15.042,0.114394
2,32,64,256,512,15.361,0.224033
2,32,128,256,512,26.688,0.257909
2,32,256,256,512,45.994,0.299301
2,32,512,256,512,67.241,0.40945
2,32,1024,256,512,109.322,0.503684
2,32,2048,256,512,195.117,0.564416
2,32,4096,256,512,376.467,0.585057
2,32,1,256,1024,29.754,0.003614
2,32,2,256,1024,29.822,0.007213
2,32,4,256,1024,30.796,0.013969
2,32,8,256,1024,32.715,0.026299
2,32,16,256,1024,35.245,0.048822
2,32,32,256,1024,39.483,0.087164
2,32,64,256,1024,44.394,0.155042
2,32,128,256,1024,56.139,0.24521
2,32,256,256,1024,82.171,0.335056
2,32,512,256,1024,150.706,0.365372
2,32,1024,256,1024,273.852,0.402142
2,32,2048,256,1024,524.91,0.419605
2,32,4096,256,1024,1063.716,0.414123
2,32,1,256,2048,62.6,0.003436
2,32,2,256,2048,60.692,0.007088
2,32,4,256,2048,61.031,0.014097
2,32,8,256,2048,62.78,0.027409
2,32,16,256,2048,64.692,0.053198
2,32,32,256,2048,67.986,0.10124
2,32,64,256,2048,75.249,0.182939
2,32,128,256,2048,95.823,0.287321
2,32,256,256,2048,155.893,0.353215
2,32,512,256,2048,280.421,0.392721
2,32,1024,256,2048,552.421,0.398708
2,32,2048,256,2048,1037.544,0.424569
2,32,4096,256,2048,2077.151,0.424148
2,32,1,256,4096,111.739,0.00385
2,32,2,256,4096,108.204,0.007951
2,32,4,256,4096,110.075,0.015632
2,32,8,256,4096,112.618,0.030559
2,32,16,256,4096,116.593,0.059034
2,32,32,256,4096,122.783,0.112116
2,32,64,256,4096,135.676,0.202924
2,32,128,256,4096,173.178,0.317961
2,32,256,256,4096,285.807,0.38532
2,32,512,256,4096,543.158,0.405508
2,32,1024,256,4096,1081.179,0.407435
2,32,2048,256,4096,2133.035,0.413035
2,32,4096,256,4096,4148.674,0.424723
2,32,1,512,128,14.301,0.00188
2,32,2,512,128,14.861,0.003618
2,32,4,512,128,14.861,0.007237
2,32,8,512,128,14.723,0.014609
2,32,16,512,128,14.741,0.029183
2,32,32,512,128,14.813,0.058083
2,32,64,512,128,15.4,0.111736
2,32,128,512,128,15.814,0.217622
2,32,256,512,128,24.544,0.280435
2,32,512,512,128,48.881,0.281623
2,32,1024,512,128,79.144,0.347871
2,32,2048,512,128,140.607,0.391613
2,32,4096,512,128,262.048,0.420257
2,32,1,512,256,15.75,0.003414
2,32,2,512,256,15.432,0.006969
2,32,4,512,256,15.335,0.014026
2,32,8,512,256,15.552,0.027662
2,32,16,512,256,15.41,0.055831
2,32,32,512,256,16.832,0.102229
2,32,64,512,256,19.877,0.173143
2,32,128,512,256,23.55,0.292272
2,32,256,512,256,43.242,0.318346
2,32,512,512,256,64.044,0.429888
2,32,1024,512,256,103.685,0.531068
2,32,2048,512,256,178.621,0.616541
2,32,4096,512,256,331.053,0.665315
2,32,1,512,512,30.867,0.003484
2,32,2,512,512,32.053,0.006711
2,32,4,512,512,34.06,0.01263
2,32,8,512,512,36.571,0.023526
2,32,16,512,512,38.283,0.044948
2,32,32,512,512,41.34,0.083248
2,32,64,512,512,44.878,0.15337
2,32,128,512,512,49.989,0.27538
2,32,256,512,512,64.268,0.428388
2,32,512,512,512,102.285,0.538337
2,32,1024,512,512,174.757,0.630173
2,32,2048,512,512,324.587,0.678569
2,32,4096,512,512,656.624,0.67087
2,32,1,512,1024,59.752,0.0036
2,32,2,512,1024,62.191,0.006917
2,32,4,512,1024,64.107,0.013421
2,32,8,512,1024,65.08,0.02644
2,32,16,512,1024,67.035,0.051338
2,32,32,512,1024,69.341,0.099262
2,32,64,512,1024,74.151,0.185647
2,32,128,512,1024,80.522,0.341916
2,32,256,512,1024,108.989,0.505221
2,32,512,512,1024,172.88,0.637017
2,32,1024,512,1024,325.771,0.676103
2,32,2048,512,1024,641.211,0.686996
2,32,4096,512,1024,1355.779,0.649825
2,32,1,512,2048,110.056,0.003909
2,32,2,512,2048,113.308,0.007593
2,32,4,512,2048,114.222,0.015065
2,32,8,512,2048,114.316,0.030105
2,32,16,512,2048,117.817,0.058421
2,32,32,512,2048,122.426,0.112443
2,32,64,512,2048,130.137,0.211561
2,32,128,512,2048,140.135,0.392932
2,32,256,512,2048,182.849,0.602286
2,32,512,512,2048,322.273,0.683442
2,32,1024,512,2048,626.185,0.703481
2,32,2048,512,2048,1352.502,0.651399
2,32,4096,512,2048,2674.047,0.65894
2,32,1,512,4096,201.449,0.004271
2,32,2,512,4096,209.128,0.008228
2,32,4,512,4096,211.496,0.016272
2,32,8,512,4096,213.154,0.032291
2,32,16,512,4096,217.387,0.063324
2,32,32,512,4096,226.556,0.121523
2,32,64,512,4096,239.937,0.229492
2,32,128,512,4096,260.355,0.42299
2,32,256,512,4096,337.873,0.651885
2,32,512,512,4096,640.101,0.688188
2,32,1024,512,4096,1351.597,0.651836
2,32,2048,512,4096,2713.716,0.649308
2,32,4096,512,4096,5310.053,0.663661
2,32,1,1024,128,15.313,0.003512
2,32,2,1024,128,16.802,0.006401
2,32,4,1024,128,16.781,0.012818
2,32,8,1024,128,16.763,0.025662
2,32,16,1024,128,16.705,0.051503
2,32,32,1024,128,17.283,0.09956
2,32,64,1024,128,18.452,0.186511
2,32,128,1024,128,38.082,0.18074
2,32,256,1024,128,60.218,0.228601
2,32,512,1024,128,84.453,0.326003
2,32,1024,1024,128,142.146,0.387374
2,32,2048,1024,128,258.331,0.426303
2,32,4096,1024,128,487.155,0.452124
2,32,1,1024,256,28.217,0.003811
2,32,2,1024,256,32.663,0.006585
2,32,4,1024,256,32.836,0.013101
2,32,8,1024,256,35.609,0.024161
2,32,16,1024,256,38.255,0.044981
2,32,32,1024,256,40.675,0.084609
2,32,64,1024,256,46.01,0.149597
2,32,128,1024,256,57.698,0.238588
2,32,256,1024,256,73.186,0.376191
2,32,512,1024,256,110.676,0.497521
2,32,1024,1024,256,179.728,0.612745
2,32,2048,1024,256,315.529,0.69805
2,32,4096,1024,256,599.274,0.735072
2,32,1,1024,512,63.542,0.003385
2,32,2,1024,512,61.07,0.007044
2,32,4,1024,512,61.684,0.013948
2,32,8,1024,512,63.885,0.026935
2,32,16,1024,512,65.531,0.052517
2,32,32,1024,512,68.421,0.100597
2,32,64,1024,512,74.023,0.185968
2,32,128,1024,512,81.984,0.335819
2,32,256,1024,512,107.972,0.509981
2,32,512,1024,512,173.044,0.636414
2,32,1024,1024,512,299.855,0.734538
2,32,2048,1024,512,591.011,0.745349
2,32,4096,1024,512,1259.742,0.699364
2,32,1,1024,1024,106.911,0.004024
2,32,2,1024,1024,110.677,0.007774
2,32,4,1024,1024,111.413,0.015445
2,32,8,1024,1024,111.905,0.030754
2,32,16,1024,1024,113.007,0.060907
2,32,32,1024,1024,118.206,0.116457
2,32,64,1024,1024,123.852,0.222297
2,32,128,1024,1024,136.479,0.403459
2,32,256,1024,1024,181.889,0.605465
2,32,512,1024,1024,290.965,0.756981
2,32,1024,1024,1024,569.796,0.773101
2,32,2048,1024,1024,1229.133,0.716781
2,32,4096,1024,1024,2473.533,0.712357
2,32,1,1024,2048,197.188,0.004363
2,32,2,1024,2048,204.536,0.008413
2,32,4,1024,2048,205.162,0.016774
2,32,8,1024,2048,206.433,0.033342
2,32,16,1024,2048,212.213,0.064869
2,32,32,1024,2048,217.412,0.126634
2,32,64,1024,2048,226.902,0.242676
2,32,128,1024,2048,245.617,0.44837
2,32,256,1024,2048,315.814,0.697419
2,32,512,1024,2048,575.128,0.765932
2,32,1024,1024,2048,1246.257,0.706932
2,32,2048,1024,2048,2476.119,0.711613
2,32,4096,1024,2048,4851.433,0.726399
2,32,1,1024,4096,380.467,0.004523
2,32,2,1024,4096,392.484,0.008768
2,32,4,1024,4096,390.045,0.017647
2,32,8,1024,4096,395.519,0.034805
2,32,16,1024,4096,403.801,0.068182
2,32,32,1024,4096,416.572,0.132183
2,32,64,1024,4096,433.497,0.254044
2,32,128,1024,4096,463.682,0.475012
2,32,256,1024,4096,589.33,0.747475
2,32,512,1024,4096,1246.427,0.706836
2,32,1024,1024,4096,2494.909,0.706253
2,32,2048,1024,4096,4869.802,0.723659
2,32,4096,1024,4096,9769.48,0.721446
2,32,1,2048,128,28.643,0.003755
2,32,2,2048,128,29.758,0.007228
2,32,4,2048,128,33.078,0.013005
2,32,8,2048,128,35.086,0.024522
2,32,16,2048,128,37.611,0.045751
2,32,32,2048,128,41.571,0.082786
2,32,64,2048,128,48.235,0.142696
2,32,128,2048,128,64.476,0.213506
2,32,256,2048,128,98.778,0.278724
2,32,512,2048,128,151.722,0.362924
2,32,1024,2048,128,260.529,0.422707
2,32,2048,2048,128,482.415,0.456567
2,32,4096,2048,128,928.437,0.474464
2,32,1,2048,256,57.488,0.003742
2,32,2,2048,256,61.869,0.006953
2,32,4,2048,256,62.452,0.013777
2,32,8,2048,256,63.082,0.027278
2,32,16,2048,256,64.6,0.053273
2,32,32,2048,256,68.417,0.100603
2,32,64,2048,256,77.799,0.176943
2,32,128,2048,256,88.369,0.311554
2,32,256,2048,256,146.474,0.375929
2,32,512,2048,256,197.288,0.558206
2,32,1024,2048,256,315.504,0.698104
2,32,2048,2048,256,620.412,0.710028
2,32,4096,2048,256,1220.642,0.721767
2,32,1,2048,512,115.424,0.003727
2,32,2,2048,512,107.809,0.00798
2,32,4,2048,512,108.374,0.015878
2,32,8,2048,512,109.02,0.031568
2,32,16,2048,512,110.758,0.062144
2,32,32,2048,512,116.277,0.118389
2,32,64,2048,512,125.335,0.219666
2,32,128,2048,512,163.915,0.335928
2,32,256,2048,512,196.171,0.561383
2,32,512,2048,512,298.235,0.738529
2,32,1024,2048,512,566.602,0.777458
2,32,2048,2048,512,1179.862,0.746713
2,32,4096,2048,512,2388.482,0.737723
2,32,1,2048,1024,195.356,0.004404
2,32,2,2048,1024,200.006,0.008603
2,32,4,2048,1024,200.842,0.017135
2,32,8,2048,1024,201.929,0.034086
2,32,16,2048,1024,205.29,0.067056
2,32,32,2048,1024,211.773,0.130007
2,32,64,2048,1024,221.821,0.248234
2,32,128,2048,1024,249.412,0.441548
2,32,256,2048,1024,314.447,0.700452
2,32,512,2048,1024,575.457,0.765496
2,32,1024,2048,1024,1172.423,0.751451
2,32,2048,2048,1024,2360.968,0.74632
2,32,4096,2048,1024,4671.476,0.754382
2,32,1,2048,2048,372.863,0.004615
2,32,2,2048,2048,383.448,0.008975
2,32,4,2048,2048,386.298,0.017818
2,32,8,2048,2048,388.325,0.035449
2,32,16,2048,2048,395.215,0.069663
2,32,32,2048,2048,406.197,0.135559
2,32,64,2048,2048,423.517,0.260031
2,32,128,2048,2048,444.605,0.495395
2,32,256,2048,2048,601.671,0.732143
2,32,512,2048,2048,1182.89,0.744802
2,32,1024,2048,2048,2396.618,0.735218
2,32,2048,2048,2048,4690.421,0.751335
2,32,4096,2048,2048,9231.298,0.763506
2,32,1,2048,4096,729.959,0.004715
2,32,2,2048,4096,748.47,0.009196
2,32,4,2048,4096,750.188,0.01835
2,32,8,2048,4096,758.15,0.036314
2,32,16,2048,4096,773.6,0.071179
2,32,32,2048,4096,795.971,0.138356
2,32,64,2048,4096,827.693,0.266107
2,32,128,2048,4096,857.238,0.513871
2,32,256,2048,4096,1224.813,0.719309
2,32,512,2048,4096,2427.153,0.725969
2,32,1024,2048,4096,4800.294,0.734137
2,32,2048,2048,4096,9487.222,0.74291
2,32,4096,2048,4096,18849.899,0.747818
2,32,1,4096,128,57.781,0.003723
2,32,2,4096,128,57.797,0.007443
2,32,4,4096,128,58.853,0.014619
2,32,8,4096,128,59.991,0.028684
2,32,16,4096,128,62.796,0.054804
2,32,32,4096,128,69.216,0.099441
2,32,64,4096,128,81.523,0.16886
2,32,128,4096,128,117.163,0.234987
2,32,256,4096,128,183.009,0.300879
2,32,512,4096,128,269.431,0.408741
2,32,1024,4096,128,469.539,0.469087
2,32,2048,4096,128,894.482,0.492474
2,32,4096,4096,128,1735.273,0.507712
2,32,1,4096,256,112.51,0.003824
2,32,2,4096,256,113.007,0.007613
2,32,4,4096,256,113.702,0.015134
2,32,8,4096,256,115.024,0.02992
2,32,16,4096,256,117.389,0.058634
2,32,32,4096,256,122.118,0.112726
2,32,64,4096,256,135.292,0.203499
2,32,128,4096,256,179.879,0.306116
2,32,256,4096,256,229.922,0.478977
2,32,512,4096,256,356.616,0.617625
2,32,1024,4096,256,715.278,0.615857
2,32,2048,4096,256,1378.762,0.638993
2,32,4096,4096,256,2711.228,0.649904
2,32,1,4096,512,195.769,0.004395
2,32,2,4096,512,197.061,0.008732
2,32,4,4096,512,196.411,0.017522
2,32,8,4096,512,199.24,0.034546
2,32,16,4096,512,203.152,0.067762
2,32,32,4096,512,209.921,0.131154
2,32,64,4096,512,224.89,0.244847
2,32,128,4096,512,271.838,0.405121
2,32,256,4096,512,350.98,0.627542
2,32,512,4096,512,648.638,0.67913
2,32,1024,4096,512,1329.47,0.662684
2,32,2048,4096,512,2601.812,0.677235
2,32,4096,4096,512,5154.297,0.683716
2,32,1,4096,1024,380.255,0.004525
2,32,2,4096,1024,376.137,0.00915
2,32,4,4096,1024,378.203,0.018199
2,32,8,4096,1024,380.56,0.036173
2,32,16,4096,1024,384.826,0.071544
2,32,32,4096,1024,395.001,0.139402
